"patent_id";"serial_number";"event_type";"event_date";"event_code";"event_description"
US10003721B2;"0";Assignment;"2016/10/14";AS;"Owner name: RISO KAGAKU CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SHIMOMURA, KENJI;REEL/FRAME:040017/0674 Effective date: 20160829"
US10003721B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003721B2;"2";Maintenance fee payment;"2021/11/30";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003728B2;"0";Assignment;"2017/10/19";AS;"Owner name: INTERNATIONAL BUSINESS MACHINES CORPORATION, NEW Y Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SPIELBERG, ANTHONY C.;REEL/FRAME:043906/0172 Effective date: 20151215"
US10003728B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003729B2;"0";Assignment;"2017/10/19";AS;"Owner name: INTERNATIONAL BUSINESS MACHINES CORPORATION, NEW Y Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SPIELBERG, ANTHONY C.;REEL/FRAME:043906/0655 Effective date: 20151215"
US10003729B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003734B2;"0";Assignment;"2016/7/27";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KAIBARA, HIROSHI;REEL/FRAME:039493/0340 Effective date: 20160513"
US10003734B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003734B2;"2";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003744B2;"0";Assignment;"2016/11/29";AS;"Owner name: SONY CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:WATANABE, SHOTA;REEL/FRAME:040714/0144 Effective date: 20160803"
US10003744B2;"1";Assignment;"2017/8/15";AS;"Owner name: SONY SEMICONDUCTOR SOLUTIONS CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SONY CORPORATION;REEL/FRAME:043293/0649 Effective date: 20170713"
US10003744B2;"2";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003744B2;"3";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003745B2;"0";Assignment;"2016/12/21";AS;"Owner name: SONY CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:ISO, DAISUKE;YAMADA, HIDESHI;KURITA, TEPPEI;SIGNING DATES FROM 20161023 TO 20161028;REEL/FRAME:041086/0679"
US10003745B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003745B2;"2";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003784B2;"0";Assignment;"2016/12/2";AS;"Owner name: HYUNDAI MOTOR COMPANY, KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LEE, DONG HA;LEE, JAE HONG;PARK, TAE GON;REEL/FRAME:040496/0821 Effective date: 20161128"
US10003784B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003784B2;"2";Maintenance fee payment;"2021/11/22";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003791B2;"0";Assignment;"2016/12/8";AS;"Owner name: VIVOTEK INC., TAIWAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SHIH, LI-SHAN;YEH, YI-HSIN;REEL/FRAME:040595/0493 Effective date: 20161005"
US10003791B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003791B2;"2";Maintenance fee payment;"2021/10/4";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003804B2;"0";Assignment;"2015/6/11";AS;"Owner name: NEC CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:TOKUMITSU, KENTA;CHONO, KEIICHI;REEL/FRAME:035824/0123 Effective date: 20150410"
US10003804B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003865B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003875B2;"0";Assignment;"2017/4/26";AS;"Owner name: AUDIO-TECHNICA CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:YOSHINO, SATOSHI;REEL/FRAME:042152/0821 Effective date: 20170406"
US10003875B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003884B2;"0";Assignment;"2016/7/11";AS;"Owner name: KABUSHIKI KAISHA AUDIO-TECHNICA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:YOSHINO, SATOSHI;REEL/FRAME:039122/0864 Effective date: 20160706"
US10003884B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003893B2;"0";Assignment;"2017/6/5";AS;"Owner name: SIVANTOS PTE. LTD., SINGAPORE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:HOMAYOUN, KAMKAR-PARSI;REEL/FRAME:042600/0835 Effective date: 20170526"
US10003893B2;"1";Assignment;"2017/6/27";AS;"Owner name: SIVANTOS PTE. LTD., SINGAPORE Free format text: CORRECTIVE ASSIGNMENT TO CORRECT THE INVENTORS NAME AND EXECUTION DATE PREVIOUSLY RECORDED ON REEL 042600 FRAME 0835. ASSIGNOR(S) HEREBY CONFIRMS THE ASSIGNMENT;ASSIGNOR:KAMKAR-PARSI, HOMAYOUN;REEL/FRAME:043013/0802 Effective date: 20170623"
US10003893B2;"2";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003893B2;"3";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003902B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003906B2;"0";Assignment;"2017/1/31";AS;"Owner name: TECHNISCHE UNIVERSITAET ILMENAU, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BRANDENBURG, KARLHEINZ;WERNER, STEPHAN;SLADECZEK, CHRISTOPH;SIGNING DATES FROM 20161221 TO 20170113;REEL/FRAME:041138/0961 Owner name: FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BRANDENBURG, KARLHEINZ;WERNER, STEPHAN;SLADECZEK, CHRISTOPH;SIGNING DATES FROM 20161221 TO 20170113;REEL/FRAME:041138/0961"
US10003906B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003906B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003910B2;"0";Assignment;"2014/9/26";AS;"Owner name: KUBOTA CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:MIURA, KEISUKE;TANAKA, ISAO;UOYA, YASUHISA;AND OTHERS;SIGNING DATES FROM 20140910 TO 20140915;REEL/FRAME:033830/0495"
US10003910B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003910B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003935B2;"0";Assignment;"2015/11/24";AS;"Owner name: NOKIA SOLUTIONS AND NETWORKS OY, FINLAND Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:HYYTIAINEN, JARI JUHANI;REEL/FRAME:037132/0367 Effective date: 20151123"
US10003935B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003935B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003956B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003956B2;"1";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003967B2;"0";Assignment;"2017/10/6";AS;"Owner name: ALCATEL LUCENT, FRANCE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:PALAT, SUDEEP;WORRALL, CHANDRIKA;SIGNING DATES FROM 20170412 TO 20170415;REEL/FRAME:043805/0832"
US10003967B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003967B2;"2";Assignment;"2020/1/27";AS;"Owner name: NOKIA TECHNOLOGIES OY, FINLAND Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:ALCATEL LUCENT;REEL/FRAME:051628/0359 Effective date: 20200127"
US10003967B2;"3";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003976B2;"0";Assignment;"2017/3/14";AS;"Owner name: HUAWEI TECHNOLOGIES CO., LTD., CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:ZHANG, QIZHI;LI, QIANG;SIGNING DATES FROM 20160803 TO 20170305;REEL/FRAME:041571/0357"
US10003976B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003976B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10003978B2;"0";Assignment;"2016/6/14";AS;"Owner name: NTT DOCOMO, INC., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:MORIHIRO, YOSHIFUMI;SUYAMA, SATOSHI;SHEN, JIYUN;AND OTHERS;REEL/FRAME:038909/0890 Effective date: 20160523"
US10003978B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003980B2;"0";Assignment;"2014/1/15";AS;"Owner name: TELEFONAKTIEBOLAGET L M ERICSSON (PUBL), SWEDEN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:GUNNARSSON, FREDRIK;LOBORG, PETER;REEL/FRAME:031976/0400 Effective date: 20110906"
US10003980B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003980B2;"2";Fee payment procedure;"2020/4/17";FEPP;"Free format text: PETITION RELATED TO MAINTENANCE FEES GRANTED (ORIGINAL EVENT CODE: PTGR); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY"
US10003987B2;"0";Assignment;"2016/1/25";AS;"Owner name: TELEFONAKTIEBOLAGET L M ERICSSON (PUBL), SWEDEN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:NAMMI, SAIRAMESH;SKILLERMARK, PER;SIGNING DATES FROM 20140114 TO 20140210;REEL/FRAME:037572/0090"
US10003987B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003991B2;"0";Assignment;"2016/10/30";AS;"Owner name: ZTE CORPORATION, CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LI, BO;LIU, ZHAOYU;REEL/FRAME:040164/0517 Effective date: 20160510"
US10003991B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003996B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10003996B2;"1";Maintenance fee payment;"2021/11/15";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004006B2;"0";Assignment;"2018/1/31";AS;"Owner name: ALCATEL LUCENT, FRANCE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:WORRALL, CHANDRIKA;PALAT, SUDEEP;GODIN, PHILIPPE;SIGNING DATES FROM 20170614 TO 20171204;REEL/FRAME:044785/0323"
US10004006B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004006B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004013B2;"0";Assignment;"2017/6/8";AS;"Owner name: HUAWEI TECHNOLOGIES CO., LTD., CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:DAI, MINGZENG;ZENG, QINGHAI;ZHANG, JIAN;AND OTHERS;REEL/FRAME:042649/0404 Effective date: 20170302"
US10004013B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004013B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004016B2;"0";Assignment;"2017/1/6";AS;"Owner name: HUAWEI TECHNOLOGIES CO., LTD., CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SHI, XIAOYAN;ZHANG, WANQIANG;SIGNING DATES FROM 20161209 TO 20161219;REEL/FRAME:040869/0703"
US10004016B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004016B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004037B2;"0";Assignment;"2016/7/26";AS;"Owner name: MACAU UNIVERSITY OF SCIENCE AND TECHNOLOGY, MACAU Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:ZHAO, QINGLIN;KAI, CAIHONG;ZHENG, HANXU;SIGNING DATES FROM 20160721 TO 20160722;REEL/FRAME:039249/0767"
US10004037B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004045B2;"0";Assignment;"2016/1/27";AS;"Owner name: ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTIT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KIM, HYUNG SUB;REEL/FRAME:037622/0285 Effective date: 20160121"
US10004045B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004046B2;"0";Assignment;"2017/2/15";AS;"Owner name: SUN PATENT TRUST, NEW YORK Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:WANG, LILEI;SUZUKI, HIDETOSHI;FENG, SUJUAN;AND OTHERS;SIGNING DATES FROM 20161004 TO 20161017;REEL/FRAME:041262/0876"
US10004046B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004046B2;"2";Maintenance fee payment;"2021/11/30";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004049B2;"0";Assignment;"2016/4/7";AS;"Owner name: ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTIT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SHIN, YEON SEUNG;KIM, EUNG BAE;NA, JEE HYEON;REEL/FRAME:038220/0067 Effective date: 20160322"
US10004049B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004053B2;"0";Assignment;"2017/2/24";AS;"Owner name: MEDIATEK INC., TAIWAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:CHEN, WEI-JEN;DU, JIANXUAN;YEH, YEN-HUI;AND OTHERS;SIGNING DATES FROM 20141007 TO 20141027;REEL/FRAME:041365/0784"
US10004053B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004058B2;"0";Assignment;"2018/1/8";AS;"Owner name: MOTOROLA MOBILITY LLC, ILLINOIS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KRISHNAMURTHY, SANDEEP;JUNG, HYEJUNG;NARASIMHA, MURALI;AND OTHERS;SIGNING DATES FROM 20130617 TO 20140418;REEL/FRAME:044562/0246 Owner name: GOOGLE TECHNOLOGY HOLDINGS LLC, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:MOTOROLA MOBILITY LLC;REEL/FRAME:045021/0080 Effective date: 20141028"
US10004058B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004068B2;"0";Assignment;"2014/9/16";AS;"Owner name: HUAWEI TECHNOLOGIES CO., LTD., CHINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:CHAI, LI;WANG, YAN;LIN, BO;REEL/FRAME:033750/0257 Effective date: 20140826"
US10004068B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004068B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004077B2;"0";Assignment;"2015/12/18";AS;"Owner name: ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTIT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SUNG, NAK WOON;CHOI, YONG SEOUK;REEL/FRAME:037324/0410 Effective date: 20150706"
US10004077B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004077B2;"2";Maintenance fee payment;"2021/11/22";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YR, SMALL ENTITY (ORIGINAL EVENT CODE: M2551); ENTITY STATUS OF PATENT OWNER: SMALL ENTITY Year of fee payment: 4"
US10004091B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004091B2;"1";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004103B2;"0";Assignment;"2015/11/23";AS;"Owner name: NEC CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KAWAGUCHI, KENJI;SIVAVAKEESAR, SIVAPATHALINGHAM;REEL/FRAME:037116/0339 Effective date: 20140616"
US10004103B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004103B2;"2";Maintenance fee payment;"2021/12/8";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004104B2;"0";Assignment;"2017/10/20";AS;"Owner name: KYOCERA CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:FUJISHIRO, MASATO;SAIWAI, TAKAHIRO;MORITA, KUGO;REEL/FRAME:043914/0367 Effective date: 20150204"
US10004104B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004104B2;"2";Assignment;"2020/4/28";AS;"Owner name: CORANCI, LLC, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KYOCERA CORPORATION;REEL/FRAME:052507/0960 Effective date: 20200427"
US10004104B2;"3";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004107B2;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004107B2;"1";Assignment;"2020/2/14";AS;"Owner name: APPLE INC., CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:INTEL CORPORATION;REEL/FRAME:052414/0001 Effective date: 20191130"
US10004107B2;"2";Maintenance fee payment;"2021/12/1";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004116B2;"0";Assignment;"2014/9/24";AS;"Owner name: PANASONIC CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:FUKUI, TAKAHIRO;SUGANUMA, KAZUTOSHI;TANAKA, TOSHIFUMI;SIGNING DATES FROM 20140827 TO 20140828;REEL/FRAME:033802/0462"
US10004116B2;"1";Assignment;"2014/11/10";AS;"Owner name: PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:PANASONIC CORPORATION;REEL/FRAME:034194/0143 Effective date: 20141110 Owner name: PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:PANASONIC CORPORATION;REEL/FRAME:034194/0143 Effective date: 20141110"
US10004116B2;"2";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004116B2;"3";Assignment;"2020/12/24";AS;"Owner name: PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD., JAPAN Free format text: CORRECTIVE ASSIGNMENT TO CORRECT THE ERRONEOUSLY FILED APPLICATION NUMBERS 13/384239, 13/498734, 14/116681 AND 14/301144 PREVIOUSLY RECORDED ON REEL 034194 FRAME 0143. ASSIGNOR(S) HEREBY CONFIRMS THE ASSIGNMENT;ASSIGNOR:PANASONIC CORPORATION;REEL/FRAME:056788/0362 Effective date: 20141110"
US10004116B2;"4";Maintenance fee payment;"2021/11/30";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004118B1;"0";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004118B1;"1";Maintenance fee payment;"2021/11/18";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10004158B2;"0";Assignment;"2016/6/9";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:ABE, NAOYUKI;REEL/FRAME:038925/0940 Effective date: 20160216"
US10004158B2;"1";Information on status: patent grant;"2018/5/30";STCF;Free format text: PATENTED CASE
US10004158B2;"2";Maintenance fee payment;"2021/11/17";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
