"patent_id";"patent_name";"publication_number";"publication_date";"application_number";"application_date";"grant_number";"grant_date";"priority_date";"inventors";"patent_holder";"classification";"brief_description";"claims_count";"cited_patents_count";"cited_by_count";"legal_status"
US10006522B2;"""Control device for automatic transmission""";US20170002923A1;"2017/1/5";"""US15/193,847""";"2016/6/27";US10006522B2;"2018/6/26";"2015/6/30";"""Jonggap Kim,Masami Kondo,Hideo Watanabe""";"""Toyota Motor Corp""";F16H3/64||F16H3/663||F16H61/0202||F16H61/04||F16H61/686||F16H2061/0444||F16H2061/0455||F16H2200/0069||F16H2200/201||F16H2200/2046||;"""A control device for an automatic transmission is provided. The automatic transmission is configured to realize a plurality of gear shift stages by combination of a plurality of engaging devices engaged or released among the plurality of engaging devices. The control device includes an electronic control unit. The electronic control unit is configured to select, as the setting pattern realizing an intermediate gear shift stage, the setting pattern with a smaller number of switching of the engagement or release of the engaging device than the number of switching of the setting pattern with the largest number of switching among the plurality of setting patterns when a shift is performed from a first gear shift stage to a second gear shift stage through the intermediate gear shift stage in a case where the electronic control unit determines that the shift is to be performed through the intermediate gear shift stage.""";"4";"17";"2";JP - Active, US - Active Active Active, DE - Active Active Active, CN - Active Active Active
US1000652A;"""Pole attachment.""";US1000652A;"";"""US62042111A""";"1911/4/11";US1000652A;"1911/8/15";"1911/4/11";"""Lewis E Waterman""";"""Emerson Brantingham Co""";A01B59/02||;"";"";"0";"0";US - Expired - Lifetime
US10006542B2;"""Controller for continuously variable transmission""";US20170219096A1;"2017/8/3";"""US15/329,726""";"2015/6/24";"";"2018/6/26";"2014/7/30";"""Kosuke Abe,Tomoyuki Suwabe,Shin TSUKAMOTO""";"""Nissan Motor Co Ltd, JATCO Ltd""";F16H61/66272||F16H59/40||F16H59/42||F16H59/46||F16H59/48||F16H61/12||F16H2059/405||F16H2061/1284||F16H2061/66277||;"""A control device for a continuously variable transmission includes a wheel speed difference sensing section configured to sense a wheel speed difference between the driving wheel and the driven wheel from a detection value of the first rotation speed sensor and a detection value of the second rotation speed sensor; and a clamping force increasing section configured to increase a clamping force for sandwiching a belt of the continuously variable transmission by a pulley when the wheel speed difference becomes equal to or greater than a first predetermined value, relative to a case where the wheel speed difference is smaller than the first predetermined value.""";"5";"15";"4";KR - IP Right Grant Application Filing Active Active Active Active, WO - IP Right Grant Application Filing Active Active Active Active, JP - IP Right Grant Application Filing Active Active Active Active, US - IP Right Grant Application Filing Active Active Active Active, EP - IP Right Grant Application Filing Active Active Active Active, CN - IP Right Grant Application Filing Active Active Active Active
US1000654A;"""Suspension fixture device for trunks and the like.""";US1000654A;"";"""US46433808A""";"1908/11/24";US1000654A;"1911/8/15";"1908/11/24";"""Charles T Wilt,Elmer E Wilt""";"""FIRM NAME OF CHAS T WILT""";A47B67/04||;"";"";"0";"11";US - Expired - Lifetime
US1000657A;"""Nut""";US1000657A;"";"""US58829310A""";"1910/10/21";US1000657A;"1911/8/15";"1910/10/21";"""Irving C Woodward""";"""Irving C Woodward""";F16B39/04||Y10S411/935||Y10S411/937||;"";"";"0";"1";US - Expired - Lifetime
US10006582B2;"""Household appliance with control height adjustment mechanism""";US20170314725A1;"2017/11/2";"""US15/523,583""";"2014/11/3";US10006582B2;"2018/6/26";"2014/11/3";"""Faik Emre Ozyuksel,Kadir Ridvan Celik,Mehmet Ercan KAYMAK,Erhan KAHRAMAN""";"""Arcelik AS""";F16M7/00||A47L15/4253||D06F39/125||F16H1/16||F16H57/039||F25D23/00||F25D2323/0011||;"""A household appliance having a plurality of feet with height adjustment mechanisms is provided. Each height adjustment mechanism comprising a base portion resting on the floor in connection with a base extension shaft, the base extension shaft being displaceable relative to a foot connection body so as to determine the height of the household appliance. The height adjustment mechanism includes a ring gear mechanically coupled with the base extension shaft so as to be mutually rotatable in engagement. A guide shell is provided so as to be enclosing the ring gear and the worm gear maintaining the two in a mutually interengaging mechanical relationship and said guide shell is fitted within an operating space of a stopper to be held in fixed position by restriction brackets of the stopper.""";"12";"8";"5";PL - Application Filing Active Active, WO - Application Filing Active Active, EP - Application Filing Active Active, US - Application Filing Active Active, TR - 
US1000659A;"""Marking and spacing device.""";US1000659A;"";"""US58482910A""";"1910/10/1";US1000659A;"1911/8/15";"1910/10/1";"""Wilson D Adams""";"""Wilson D Adams""";B25H7/04||Y10S101/43||;"";"";"0";"0";US - Expired - Lifetime
US100065A;"""Improvement in draw""";US100065A;"";"";"";US100065A;-10904;"";"";"";B66C13/12||;"";"";"0";"0";US - Expired - Lifetime
US1000660A;"""Last""";US1000660A;"";"""US476240A""";"1909/2/5";US1000660A;"1911/8/15";"1907/12/26";"""Orrell Ashton""";"""United Shoe Machinery Co AB""";A43D23/025||;"";"";"0";"0";US - Expired - Lifetime
US1000662A;"""Tire""";US1000662A;"";"""US58881510A""";"1910/10/24";US1000662A;"1911/8/15";"1910/10/24";"""Andrew F Bergin""";"""Andrew F Bergin""";B60C11/1612||Y10T152/10279||;"";"";"0";"0";US - Expired - Lifetime
US1000665A;"""Fan.""";US1000665A;"";"";"1910/4/15";US1000665A;"1911/8/15";"1910/4/15";"""Frederick Leo Cavally Jr""";"""WILLIAMSON HAFFNER ENGRAVING CO""";A45B27/00||;"";"";"0";"2";US - Expired - Lifetime
US1000668A;"""Fender for motor""";US1000668A;"";"""US56715110A""";"1910/6/16";US1000668A;"1911/8/15";"1910/6/16";"""Edwin K Conover""";"""Edwin K Conover""";B60R19/285||;"";"";"0";"0";US - Expired - Lifetime
US10006707B1;"""Portable wig and cap drying stand for use with portable hairdryer""";US10006707B1;"";"""US14/690,418""";"2015/4/18";US10006707B1;"2018/6/26";"2015/4/18";"""James R. Wiley,Carl A. Strong""";"""James R. Wiley, Carl A. Strong""";F26B9/003||A45D20/08||A45D20/14||A45D20/52||A45D44/00||A45D44/14||F26B21/001||F26B21/006||F26B23/04||F26B25/00||;"""A portable wig and cap drying stand for use with a portable electric hairdryer. The stand has a base which receives the bottom or fan section of the hairdryer and holds the nozzle of the hair dryer directed vertically away from the stand and towards a wig support. A hollow cylinder fits over the nozzle and connects the wig support to the base of the stand. The hairdryer is turned on for drying the wig or hat on the stand. When not in use, the stand may be compacted by removing or collapsing the cylinder, for portability and packability.""";"14";"5";"2";US - Active
US1000670A;"""Web""";US1000670A;"";"""US43417508A""";"1908/5/21";US1000670A;"1911/8/15";"1908/5/21";"""Constant T Cundall""";"""Cottrell C B & Sons Co""";B65H39/16||;"";"";"0";"1";US - Expired - Lifetime
US10006710B2;"""Drying of material""";US20150292800A1;"2015/10/15";"""US14/677,290""";"2015/4/2";US10006710B2;"2018/6/26";"2014/4/10";"""Jani ISOK??NT?,Matti Aula,Juha Roininen""";"""Sftec Oy""";F26B17/08||B65G25/08||F26B17/001||F26B17/145||F26B17/26||;"""There is provided a multi-module counterflow drying apparatus (100) for drying material, the apparatus (100) comprising: a material inlet (102); a material outlet (104); a heat inlet (108) for inputting heat to the apparatus such that the heat traverses the apparatus in the opposite direction than the material; and a plurality of mutually interchangeable modules (110) stacked on top of each other, wherein the material is configured to move in the apparatus from one module to another such that the movement direction of the material in a given module is opposite to the movement direction of the material in a module above or below, wherein each module (110) comprises: movable paddles (210) configured to discontinuously move the material forward in the module (110).""";"10";"7";"1";FI - IP Right Grant, US - Active Active Pending, EP - Active Active Pending, CA - Active Active Pending
US1000671A;"""Device for tempering glass.""";US1000671A;"";"""US61983611A""";"1911/4/8";US1000671A;"1911/8/15";"1911/4/8";"""Matthew W Davison,George Kester,James M Rowan""";"""Matthew W Davison, George Kester, James M Rowan""";C03B15/14||;"";"";"0";"0";US - Expired - Lifetime
US1000672A;"""Corn""";US1000672A;"";"""US62626111A""";"1911/5/10";US1000672A;"1911/8/15";"1911/5/10";"""Samuel K Dennis""";"""International Harverster Corp""";A01B63/26||;"";"";"0";"0";US - Expired - Lifetime
US10006741B2;"""Dot sight device""";US20180045486A1;"2018/2/15";"""US15/673,371""";"2017/8/9";US10006741B2;"2018/6/26";"2016/8/9";"""Bo Sun Jeung,In Jung,Dong Hee Lee""";"""Bo Sun Jeung""";F41G1/30||F41G1/345||F41G1/16||F41G1/26||F41G1/34||F41G3/00||;"""An exemplary dot sight device includes a sight body, an illumination unit, an optical system, first, second and third movement blocks, and first, second and third adjustors. The first, second and third movement blocks are disposed in the sight body. The first adjustor is coupled to the first movement block and operable to cause the first movement block to move thereby causing the illumination unit to be displaced along a first axial direction. The second adjustor is coupled to the second movement block and operable to cause the second movement block to move thereby causing the illumination unit to be displaced along a second axial direction different than the first axial direction. The third adjustor is coupled to the third movement block and operable to cause the third movement block to move thereby causing the illumination unit to be displaced along the second axial direction.""";"25";"10";"3";KR - Search and Examination, US - Active
US1000675A;"""Apparatus for and method of cooking oil""";US1000675A;"";"""US46310108A""";"1908/11/17";US1000675A;"1911/8/15";"1908/11/17";"""Alfred W French""";"""Alfred W French""";C11B1/04||;"";"";"0";"0";US - Expired - Lifetime
US10006765B2;"""Depth detection apparatus, imaging apparatus and depth detection method""";US20170322023A1;"2017/11/9";"""US15/527,424""";"2015/11/13";"";"2018/6/26";"2014/11/21";"""Kiyokatsu Ikemoto""";"""Canon Inc""";G01C3/06||G02B7/28||G02B7/34||G03B13/36||G06T7/50||H04N5/232||H04N5/23212||H04N5/232122||H04N5/23293||H04N5/2353||H04N5/35721||H04N5/3696||H04N5/36961||H04N5/36965||;"""A depth detection apparatus that detects depth information on a depth to an object on the basis of first and second signals corresponding to first and second pupil regions of an exit pupil, including: a first calculation unit that calculates a first shift amount between the first and second signals; a signal processing unit that generates a corrected signal by performing filter processing on at least one of the first and second signals, the filter processing being performed to relatively displace the first and second signals by a displacement amount corresponding to the first shift amount; and a second calculation unit that calculates a second shift amount between the filtered first and second signals or between signals, one of which is filtered in the filter processing and the other one of which is unfiltered.""";"15";"14";"4";JP - Active, US - Active Active Application Filing IP Right Grant Active, EP - Active Active Application Filing IP Right Grant Active, WO - Active Active Application Filing IP Right Grant Active, KR - Active Active Application Filing IP Right Grant Active, CN - Active Active Application Filing IP Right Grant Active
US1000676A;"""Holding device for reeled merchandise.""";US1000676A;"";"""US60170311A""";"1911/1/9";US1000676A;"1911/8/15";"1911/1/9";"""Percy Gardner""";"""GARDNER AND HIGHET Co, HOPE WEBBING Co""";B65H75/285||Y10T24/44803||;"";"";"0";"1";US - Expired - Lifetime
US10006792B2;"""Thermal""";US20170343400A1;"2017/11/30";"""US15/335,750""";"2016/10/27";US10006792B2;"2018/6/26";"2016/5/26";"""Naoki Morinaga,Masahiro Kawai,Yuji Ariyoshi,Shinichiro Hidaka""";"""Mitsubishi Electric Corp""";G01F1/696||F02D41/187||G01F1/6842||G01F1/692||G01F5/00||F02D2041/285||;"""There is provided a thermal-type airflow meter that reduces the number of output signals of the sensor circuit and that can suppress the accuracy of flow rate detection from being deteriorated because due to a nonlinear sensor output characteristic and a response delay in the output signal, the output signal shifts toward the positive side or the negative side. A thermal-type airflow meter outputs one or both of a positive-side comparison signal that is at the positive side of a comparison threshold value and a negative-side comparison signal that is at the negative side of the comparison threshold value, outputs a coefficient multiplication signal obtained by multiplying an average signal acquired by averaging the comparison signal by an adjustment coefficient, and outputs, as a flow rate signal, a value obtained by applying the coefficient multiplication signal to increase correction or decrease correction of the amplitude increase signal.""";"10";"15";"5";JP - Active Active Granted, US - Active Active Granted, DE - Active Active Granted
